uin,award_name,awarded_by,award_year,award_country,award_level,award_source_url_1,award_source_url_2,award_source_url_3,award_processed_date_timestamp,award_inserted_date_timestamp,award_updated_timestamp,award_delete_flag_timestamp
WB021011,"Certificate for securing 3rd place in state, in Higher Secondary Examination",Mamraj Aggarwal Foundation,2003.0,India,National,https://drsumantachatterjee.in/about-doctor/,,,2025-06-13 18:47:08,2025-06-13 18:47:08,,
WB021011,"Certificate of Excellence by Governor Dr. Viren J Shah, for securing 3rd place in state, in Higher Secondary Examination",,,India,National,https://drsumantachatterjee.in/about-doctor/,,,2025-06-13 18:47:08,2025-06-13 18:47:08,,
WB021011,Orfilla Silver Medal in Forensic Medicine for securing highest marks in the subject at 2nd Prof. MBBS,,,India,National,https://drsumantachatterjee.in/about-doctor/,,,2025-06-13 18:47:08,2025-06-13 18:47:08,,
WB021011,2nd Certificate of Honours in Obstetrics and Gynaecology for the year 2007,,,India,National,https://drsumantachatterjee.in/about-doctor/,,,2025-06-13 18:47:08,2025-06-13 18:47:08,,
WB021011,"Dr. Saroj Bhattacharya Memorial Award for securing the 2nd highest marks in Obs and Gynae in the 3rd MBBS, Part 2",,,India,National,https://drsumantachatterjee.in/about-doctor/,,,2025-06-13 18:47:08,2025-06-13 18:47:08,,
WB022016,Gold Medallist in MD Medicine,,2005.0,India,National,https://www.practo.com/kolkata/doctor/dr-debdatta-majumdar,,,2025-04-16 18:24:47,2025-04-16 18:24:47,,
WB023584,First In Quiz Competition In Respiratory Diseases,Academy Of Respiratory Medicine At Bhubaneswar,2013.0,India,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,2025-04-28 11:41:31,2025-04-28 11:41:31,,
WB023584,Second Prize In Quiz On Interstitial Lung Disease,Chest Research Foundation,2012.0,India,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,2025-04-28 11:41:31,2025-04-28 11:41:31,,
WB023584,Awarded Honours Mark In Community Medicine,,2005.0,India,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,2025-04-28 11:41:31,2025-04-28 11:41:31,,
WB023584,Awarded Honours Mark In Biochemistry,,2003.0,India,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,2025-04-28 11:41:31,2025-04-28 11:41:31,,
WB023584,Secured 4th Rank In Higher Secondary Examination,,2002.0,India,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,2025-04-28 11:41:31,2025-04-28 11:41:31,,
WB024093,Several papers presented-Abstracts,Indian Heart Journal,,India,National,https://www.practo.com/kolkata/doctor/dr-aftab-khan-cardiologist,,,2025-06-11 17:20:07,2025-06-11 17:20:07,,
WB024093,"Publications in Journal Of Association of Physicians of India, Cardiology Today, Intervention Journal of Postgraduate Medicine",,,India,National,https://www.practo.com/kolkata/doctor/dr-aftab-khan-cardiologist,,,2025-06-11 17:20:07,2025-06-11 17:20:07,,
WB024093,Lokhandwala Journal Of Association of Physicians,,,India,National,https://www.practo.com/kolkata/doctor/dr-aftab-khan-cardiologist,,,2025-06-11 17:20:07,2025-06-11 17:20:07,,
WB032326,"PG Diploma in Diabetes, Endocrinology",,2019.0,India,National,https://www.practo.com/kolkata/doctor/sudipta-dutta-diabetologist,,,2025-06-11 17:33:52,2025-06-11 17:33:52,,
WB032326,Fellowship in Diabetes,,2018.0,India,National,https://www.practo.com/kolkata/doctor/sudipta-dutta-diabetologist,,,2025-06-11 17:33:52,2025-06-11 17:33:52,,
WB033959,ECFMG Recognised,,2007.0,India,National,https://www.practo.com/kolkata/doctor/rajarshi-dutta-general-physician,,,2025-04-24 15:31:14,2025-04-24 15:31:14,,
WB044863,Distinction in MBBS,,2005.0,India,National,https://www.practo.com/kolkata/doctor/supratik-bhattacharyya-diabetologist,,,2025-04-25 18:06:55,2025-04-25 18:06:55,,
WB044863,UK Gold Certificate Senior Maths Challenge,,1998.0,India,National,https://www.practo.com/kolkata/doctor/supratik-bhattacharyya-diabetologist,,,2025-04-25 18:06:55,2025-04-25 18:06:55,,
WB044863,National Scholar and Rank Holder in Madhyamik Exam,,1997.0,India,National,https://www.practo.com/kolkata/doctor/supratik-bhattacharyya-diabetologist,,,2025-04-25 18:06:55,2025-04-25 18:06:55,,
WB477794,MD (Internal Medicine),,2015.0,India,National,https://www.practo.com/kolkata/doctor/dr-suman-mitra-m-d-general-physician,,,2025-04-22 13:13:04,2025-04-22 13:13:04,,
WB477794,MBBS (HONS),,2007.0,India,National,https://www.practo.com/kolkata/doctor/dr-suman-mitra-m-d-general-physician,,,2025-04-22 13:13:04,2025-04-22 13:13:04,,
WB487152,Speciality Certificate Endocrinology And Diabetes,,2017.0,India,National,https://www.practo.com/kolkata/doctor/semanti-chakraborty-endocrinologist,,,2025-04-17 17:14:42,2025-04-17 17:14:42,,
GJ013177,First prize during Global cardio diabetes conclave 2020 in paper presentation,,2020.0,India,National,https://www.practo.com/pune/doctor/gajanan-khadkikar-cardiologist,,,2025-06-17 10:41:11,2025-06-17 10:41:11,,
AP026268,,,,,,,,,,,,
TN011423,,,,,,,,,,,,
TR000969,,,,,,,,,,,,
UP000485,,,,,,,,,,,,
UP047127,,,,,,,,,,,,
GJ017903,,,,,,,,,,,,
GJ017594,,,,,,,,,,,,
GJ023385,,,,,,,,,,,,
GJ011239,,,,,,,,,,,,
GJ015469,,KA010624,,,,,,,,,,
GJ002460,,,,,,,,,,,,
GJ018377,,,,,,,,,,,,
GJ022830,,,,,,,,,,,,
RJ007212,,,,,,,,,,,,
KL026121,,,,,,,,,,,,
HR008966,,,,,,,,,,,,
MH022409,,,,,,,,,,,,
TN024430,,,,,,,,,,,,
WB020632,,,,,,,,,,,,
DL027506,,,,,,,,,,,,
WB038977,,,,,,,,,,,,
WB050862,,,,,,,,,,,,
WB000442,,,,,,,,,,,,
KA040593,,,,,,,,,,,,
MH073515,,,,,,,,,,,,
TS016014,,,,,,,,,,,,
WB005211,,,,,,,,,,,,
WB020757,,,,,,,,,,,,
WB002642,,,,,,,,,,,,
WB031562,,,,,,,,,,,,
GJ015364,,,,,,,,,,,,
GJ015467,,,,,,,,,,,,
GJ028631,,,,,,,,,,,,
KA040296,,,,,,,,,,,,
OD006611,,,,,,,,,,,,
WB041615,,,,,,,,,,,,
UP063887,,,,,,,,,,,,
BR006201,,,,,,,,,,,,
BR025918,,,,,,,,,,,,
GJ018379,,,,,,,,,,,,
AP024406,,,,,,,,,,,,
AP001200,,,,,,,,,,,,
AP011648,,,,,,,,,,,,
MP015679,,,,,,,,,,,,
CG006718,,,,,,,,,,,,
MH051107,,,,,,,,,,,,
OD003422,,,,,,,,,,,,
OD014707,,,,,,,,,,,,
OD007522,,,,,,,,,,,,
OD006925,,,,,,,,,,,,
OD006920,,,,,,,,,,,,
OD006943,,,,,,,,,,,,
OD015576,,,,,,,,,,,,
OD005824,,,,,,,,,,,,
OD002521,,,,,,,,,,,,
KA495954,,,,,,,,,,,,
KA000099,,,,,,,,,,,,
KA024834,,,,,,,,,,,,
DL004173,,,,,,,,,,,,
WB019974,,,,,,,,,,,,
WB030312,,,,,,,,,,,,
KL006770,,,,,,,,,,,,
KL009591,,,,,,,,,,,,
KL008431,,,,,,,,,,,,
KL016383,,,,,,,,,,,,
KL019190,,,,,,,,,,,,
KL009139,,,,,,,,,,,,
GJ020304,,,,,,,,,,,,
GJ023479,,,,,,,,,,,,
GJ019320,,,,,,,,,,,,
KL007047,,,,,,,,,,,,
KL003385,,,,,,,,,,,,
KL007594,,,,,,,,,,,,
TN005590,,,,,,,,,,,,
TN051226,,,,,,,,,,,,
TN052076,,,,,,,,,,,,
MH011202,,,,,,,,,,,,
WB010928,,,,,,,,,,,,
TN044109,,,,,,,,,,,,
RJ017066,,,,,,,,,,,,
RJ020844,,,,,,,,,,,,
UP027114,,,,,,,,,,,,
UP030076,,,,,,,,,,,,
DL011811,,,,,,,,,,,,
UP080601,,,,,,,,,,,,
OD004418,,,,,,,,,,,,
KL005276,,,,,,,,,,,,
KL023370,,,,,,,,,,,,
KL006189,,,,,,,,,,,,
KL022219,,,,,,,,,,,,
WB030399,,,,,,,,,,,,
AP020975,,,,,,,,,,,,
TS000290,,,,,,,,,,,,
GJ037769,,,,,,,,,,,,
TS017354,,,,,,,,,,,,
MH073438,,,,,,,,,,,,
UP068023,,,,,,,,,,,,
WB036025,,,,,,,,,,,,
HR001493,,,,,,,,,,,,
UP033462,,,,,,,,,,,,
HR005914,,,,,,,,,,,,
KA016751,,,,,,,,,,,,
KA024003,,,,,,,,,,,,
KA001009,,,,,,,,,,,,
KA002947,,,,,,,,,,,,
KA020406,,,,,,,,,,,,
MH049088,,,,,,,,,,,,
KA017760,,,,,,,,,,,,
KA017746,,,,,,,,,,,,
KA025047,,,,,,,,,,,,
KA017002,,,,,,,,,,,,
KA017775,,,,,,,,,,,,
KA000366,,,,,,,,,,,,
KA002183,,,,,,,,,,,,
JH008621,,,,,,,,,,,,
KA036514,,,,,,,,,,,,
KA017133,,,,,,,,,,,,
KA017818,,,,,,,,,,,,
KA025401,,,,,,,,,,,,
KA006550,,,,,,,,,,,,
KA016748,,,,,,,,,,,,
KA018320,,,,,,,,,,,,
KA032325,,,,,,,,,,,,
KA044259,,,,,,,,,,,,
KA021153,,,,,,,,,,,,
KA017635,,,,,,,,,,,,
KA000714,,,,,,,,,,,,
KA003059,,,,,,,,,,,,
KA011283,,,,,,,,,,,,
KA028037,,,,,,,,,,,,
MH058711,,,,,,,,,,,,
MH000178,,,,,,,,,,,,
JH004785,,,,,,,,,,,,
WB031161,,,,,,,,,,,,
AS007125,,,,,,,,,,,,
AS006550,,,,,,,,,,,,
AS007928,,,,,,,,,,,,
AS019061,,,,,,,,,,,,
AS002053,,,,,,,,,,,,
WB046038,,,,,,,,,,,,
WB034769,,,,,,,,,,,,
WB050070,,,,,,,,,,,,
WB492087,,,,,,,,,,,,
WB002955,,,,,,,,,,,,
DL005391,,,,,,,,,,,,
MH070536,,,,,,,,,,,,
MH023471,,,,,,,,,,,,
UP065494,,,,,,,,,,,,
UP026604,,,,,,,,,,,,
TS029150,,,,,,,,,,,,
HR011893,,,,,,,,,,,,
HR004552,,,,,,,,,,,,
MH066160,,,,,,,,,,,,
AP021460,,,,,,,,,,,,
TS021716,,,,,,,,,,,,
TS023721,,,,,,,,,,,,
TN008643,,,,,,,,,,,,
TN043689,,,,,,,,,,,,
TN012782,,,,,,,,,,,,
MH043491,,,,,,,,,,,,
MH058215,,,,,,,,,,,,
KA036861,,,,,,,,,,,,
RJ023988,,,,,,,,,,,,
KL016378,,,,,,,,,,,,
KL008355,,,,,,,,,,,,
DL017975,,,,,,,,,,,,
TS023519,,,,,,,,,,,,
MH078071,,,,,,,,,,,,
MH070127,,,,,,,,,,,,
UP004253,,,,,,,,,,,,
UP063803,,,,,,,,,,,,
UP052536,,,,,,,,,,,,
UP006787,,,,,,,,,,,,
UP059580,,,,,,,,,,,,
UP007991,,,,,,,,,,,,
UP066173,,,,,,,,,,,,
PB003188,,,,,,,,,,,,
PB002400,,,,,,,,,,,,
PB003438,,,,,,,,,,,,
PB003894,,,,,,,,,,,,
DL018793,,,,,,,,,,,,
TN051224,,,,,,,,,,,,
TN006396,,,,,,,,,,,,
TN001484,,,,,,,,,,,,
TN051223,,,,,,,,,,,,
DL023477,,,,,,,,,,,,
WB019818,,,,,,,,,,,,
WB029725,,,,,,,,,,,,
KA482015,,,,,,,,,,,,
KA009767,,,,,,,,,,,,
KA038716,,,,,,,,,,,,
KA020152,,,,,,,,,,,,
KA020164,,,,,,,,,,,,
KA036162,,,,,,,,,,,,
KA017366,,,,,,,,,,,,
KA018589,,,,,,,,,,,,
TS022310,,,,,,,,,,,,
GA000691,,,,,,,,,,,,
UP054315,,,,,,,,,,,,
WB003112,,,,,,,,,,,,
WB005341,,,,,,,,,,,,
WB020157,,,,,,,,,,,,
CH001697,,,,,,,,,,,,
UP016848,,,,,,,,,,,,
UP019746,,,,,,,,,,,,
UP067000,,,,,,,,,,,,
UP048638,,,,,,,,,,,,
BR021952,,,,,,,,,,,,
TN011433,,,,,,,,,,,,
KA029989,,,,,,,,,,,,
AS005881,,,,,,,,,,,,
AS001477,,,,,,,,,,,,
AS001951,,,,,,,,,,,,
AS014694,,,,,,,,,,,,
AS003189,,,,,,,,,,,,
AS012377,,,,,,,,,,,,
KL033010,,,,,,,,,,,,
MH016523,,,,,,,,,,,,
MH053663,,,,,,,,,,,,
MH053763,,,,,,,,,,,,
AP032915,,,,,,,,,,,,
TS024891,,,,,,,,,,,,
KA042270,,,,,,,,,,,,
MH076198,,,,,,,,,,,,
MH029172,,,,,,,,,,,,
AP012147,,,,,,,,,,,,
AP013204,,,,,,,,,,,,
TS027305,,,,,,,,,,,,
TS003517,,,,,,,,,,,,
UP046986,,,,,,,,,,,,
JK000530,,,,,,,,,,,,
JK001906,,,,,,,,,,,,
AP025182,,,,,,,,,,,,
AP004810,,,,,,,,,,,,
TN008623,,,,,,,,,,,,
KL003817,,,,,,,,,,,,
RJ016931,,,,,,,,,,,,
BR009384,,,,,,,,,,,,
BR014698,,,,,,,,,,,,
BR013598,,,,,,,,,,,,
WB030402,,,,,,,,,,,,
BR024094,,,,,,,,,,,,
BR024233,,,,,,,,,,,,
MH034284,,,,,,,,,,,,
MH019304,,,,,,,,,,,,
TN006040,,,,,,,,,,,,
TN031581,,,,,,,,,,,,
UP009116,,,,,,,,,,,,
UP055587,,,,,,,,,,,,
UP027404,,,,,,,,,,,,
BR010650,,,,,,,,,,,,
KL006810,,,,,,,,,,,,
KA010805,,,,,,,,,,,,
KA036436,,,,,,,,,,,,
WB046206,,,,,,,,,,,,
WB019795,,,,,,,,,,,,
WB044764,,,,,,,,,,,,
WB019891,,,,,,,,,,,,
WB030636,,,,,,,,,,,,
WB050888,,,,,,,,,,,,
CG007593,,,,,,,,,,,,
CG006824,,,,,,,,,,,,
AP030431,,,,,,,,,,,,
AP031950,,,,,,,,,,,,
GJ025219,,,,,,,,,,,,
JH006058,,,,,,,,,,,,
MP010081,,,,,,,,,,,,
WB041677,,,,,,,,,,,,
WB030066,,,,,,,,,,,,
WB030400,,,,,,,,,,,,
DL027899,,,,,,,,,,,,
MP022182,,,,,,,,,,,,
TN037507,,,,,,,,,,,,
WB044149,,,,,,,,,,,,
OD497430,,,,,,,,,,,,
CG007554,,,,,,,,,,,,
WB041244,,,,,,,,,,,,
TS022730,,,,,,,,,,,,
WB040488,,,,,,,,,,,,
MH030705,,,,,,,,,,,,
MH029543,,,,,,,,,,,,
CG020480,,,,,,,,,,,,
MH038834,,,,,,,,,,,,
HR005008,,,,,,,,,,,,
CG004631,,,,,,,,,,,,
GJ012541,,,,,,,,,,,,
HR005009,,,,,,,,,,,,
MH030726,,,,,,,,,,,,
OD013402,,,,,,,,,,,,
OD006155,,,,,,,,,,,,
GJ017074,,,,,,,,,,,,
BR006167,,,,,,,,,,,,
RJ017862,,,,,,,,,,,,
MH008868,,,,,,,,,,,,
GJ016811,,,,,,,,,,,,
TS002221,,,,,,,,,,,,
MH016335,,,,,,,,,,,,
TS020207,,,,,,,,,,,,
MH035346,,,,,,,,,,,,
UK002261,,,,,,,,,,,,
TS022660,,,,,,,,,,,,
KA017161,,,,,,,,,,,,
GJ014112,,,,,,,,,,,,
GJ017522,,,,,,,,,,,,
GJ012641,,,,,,,,,,,,
GJ010125,,,,,,,,,,,,
GJ010127,,,,,,,,,,,,
GJ012002,,,,,,,,,,,,
GJ004362,,,,,,,,,,,,
GJ004730,,,,,,,,,,,,
GJ004725,,,,,,,,,,,,
GJ011540,,,,,,,,,,,,
GJ002264,,,,,,,,,,,,
GJ003145,,,,,,,,,,,,
GJ009957,,,,,,,,,,,,
GJ010215,,,,,,,,,,,,
GJ012598,,,,,,,,,,,,
GJ012628,,,,,,,,,,,,
GJ010631,,,,,,,,,,,,
DL008127,,,,,,,,,,,,
DL008090,,,,,,,,,,,,
DL012258,,,,,,,,,,,,
DL008283,,,,,,,,,,,,
DL010064,,,,,,,,,,,,
DL008166,,,,,,,,,,,,
DL005523,,,,,,,,,,,,
GJ010595,,,,,,,,,,,,
MP020442,,,,,,,,,,,,
GJ010952,,,,,,,,,,,,
GJ012235,,,,,,,,,,,,
GJ011365,,,,,,,,,,,,
GJ011343,,,,,,,,,,,,
GJ011404,,,,,,,,,,,,
GJ010609,,,,,,,,,,,,
GJ002842,,,,,,,,,,,,
GJ019298,,,,,,,,,,,,
BR008376,,,,,,,,,,,,
GJ011887,,,,,,,,,,,,
GJ011775,,,,,,,,,,,,
GJ023266,,,,,,,,,,,,
GJ024279,,,,,,,,,,,,
AP015109,,,,,,,,,,,,
AP001201,,,,,,,,,,,,
AP010846,,,,,,,,,,,,
CG004788,,,,,,,,,,,,
CG006867,,,,,,,,,,,,
CG004781,,,,,,,,,,,,
CG004231,,,,,,,,,,,,
CG005175,,,,,,,,,,,,
CG004884,,,,,,,,,,,,
CG006447,,,,,,,,,,,,
CG004640,,,,,,,,,,,,
AS006621,,,,,,,,,,,,
AS005583,,,,,,,,,,,,
AS012260,,,,,,,,,,,,
AS005562,,,,,,,,,,,,
AS006049,,,,,,,,,,,,
AS001625,,,,,,,,,,,,
AP001481,,,,,,,,,,,,
BR010857,,,,,,,,,,,,
BR014311,,,,,,,,,,,,
BR011881,,,,,,,,,,,,
BR002821,,,,,,,,,,,,
BR006740,,,,,,,,,,,,
DL005419,,,,,,,,,,,,
DL008607,,,,,,,,,,,,
AS001158,,,,,,,,,,,,
CG005327,,,,,,,,,,,,
CG004128,,,,,,,,,,,,
CG004131,,,,,,,,,,,,
CG004540,,,,,,,,,,,,
DL010214,,,,,,,,,,,,
DL033050,,,,,,,,,,,,
DL009237,,,,,,,,,,,,
DL004511,,,,,,,,,,,,
DL017614,,,,,,,,,,,,
KA028583,,,,,,,,,,,,
DL015969,,,,,,,,,,,,
BR000152,,,,,,,,,,,,
BR028613,,,,,,,,,,,,
BR007415,,,,,,,,,,,,
AP022645,,,,,,,,,,,,
AP012976,,,,,,,,,,,,
AP032500,,,,,,,,,,,,
AP002739,,,,,,,,,,,,
AS005342,,,,,,,,,,,,
AS007245,,,,,,,,,,,,
AS016018,,,,,,,,,,,,
AS008255,,,,,,,,,,,,
AS006254,,,,,,,,,,,,
UP036036,,,,,,,,,,,,
AS002964,,,,,,,,,,,,
AS016015,,,,,,,,,,,,
AS027562,,,,,,,,,,,,
AS007195,,,,,,,,,,,,
AS007185,,,,,,,,,,,,
AS007189,,,,,,,,,,,,
AS007171,,,,,,,,,,,,
AS004782,,,,,,,,,,,,
AS002231,,,,,,,,,,,,
AS007120,,,,,,,,,,,,
GJ012437,,,,,,,,,,,,
AP027657,,,,,,,,,,,,
DL010319,,,,,,,,,,,,
DL008906,,,,,,,,,,,,
DL005178,,,,,,,,,,,,
DL005170,,,,,,,,,,,,
DL009182,,,,,,,,,,,,
DL012257,,,,,,,,,,,,
DL000467,,,,,,,,,,,,
DL009184,,,,,,,,,,,,
DL025410,,,,,,,,,,,,
DL009006,,,,,,,,,,,,
GA000548,,,,,,,,,,,,
GA000970,,,,,,,,,,,,
GA000676,,,,,,,,,,,,
GA000668,,,,,,,,,,,,
BR027901,,,,,,,,,,,,
BR015093,,,,,,,,,,,,
BR008777,,,,,,,,,,,,
BR035292,,,,,,,,,,,,
BR019307,,,,,,,,,,,,
BR013036,,,,,,,,,,,,
BR006715,,,,,,,,,,,,
BR028289,,,,,,,,,,,,
BR013652,,,,,,,,,,,,
AS011196,,,,,,,,,,,,
AR000046,,,,,,,,,,,,
AS005852,,,,,,,,,,,,
AS015705,,,,,,,,,,,,
AS000347,,,,,,,,,,,,
AS015803,,,,,,,,,,,,
AS012195,,,,,,,,,,,,
AS006392,,,,,,,,,,,,
AS017145,,,,,,,,,,,,
AP020262,,,,,,,,,,,,
AP021866,,,,,,,,,,,,
AP013144,,,,,,,,,,,,
TN032410,,,,,,,,,,,,
AP004745,,,,,,,,,,,,
AP019053,,,,,,,,,,,,
AP021742,,,,,,,,,,,,
AP032802,,,,,,,,,,,,
AP001559,,,,,,,,,,,,
GJ010413,,,,,,,,,,,,
DL008783,,,,,,,,,,,,
DL004870,,,,,,,,,,,,
DL009027,,,,,,,,,,,,
DL009129,,,,,,,,,,,,
DL008234,,,,,,,,,,,,
DL009030,,,,,,,,,,,,
BR021468,,,,,,,,,,,,
BR011048,,,,,,,,,,,,
BR032266,,,,,,,,,,,,
BR021623,,,,,,,,,,,,
BR008358,,,,,,,,,,,,
BR018758,,,,,,,,,,,,
BR030013,,,,,,,,,,,,
BR012598,,,,,,,,,,,,
BR011652,,,,,,,,,,,,
BR028700,,,,,,,,,,,,
CG004615,,,,,,,,,,,,
CG020475,,,,,,,,,,,,
CG005386,,,,,,,,,,,,
CG004662,,,,,,,,,,,,
CG004199,,,,,,,,,,,,
CG004148,,,,,,,,,,,,
CG004605,,,,,,,,,,,,
CG004548,,,,,,,,,,,,
CG020487,,,,,,,,,,,,
CG004628,,,,,,,,,,,,
AP022875,,,,,,,,,,,,
AP018685,,,,,,,,,,,,
AP022481,,,,,,,,,,,,
AP020743,,,,,,,,,,,,
GJ009321,,,,,,,,,,,,
GJ025354,,,,,,,,,,,,
GJ009327,,,,,,,,,,,,
GJ009295,,,,,,,,,,,,
GJ023206,,,,,,,,,,,,
GJ010863,,,,,,,,,,,,
GJ011610,,,,,,,,,,,,
GJ012417,,,,,,,,,,,,
DL008850,,,,,,,,,,,,
DL031530,,,,,,,,,,,,
DL011584,,,,,,,,,,,,
DL018183,,,,,,,,,,,,
DL009163,,,,,,,,,,,,
DL008196,,,,,,,,,,,,
DL024015,,,,,,,,,,,,
DL000301,,,,,,,,,,,,
DL008248,,,,,,,,,,,,
DL010344,,,,,,,,,,,,
DL009134,,,,,,,,,,,,
AS011333,,,,,,,,,,,,
AS006427,,,,,,,,,,,,
AP017073,,,,,,,,,,,,
GJ009877,,,,,,,,,,,,
GJ012561,,,,,,,,,,,,
GJ002020,,,,,,,,,,,,
GJ012694,,,,,,,,,,,,
AP029091,,,,,,,,,,,,
AP013420,,,,,,,,,,,,
AP000512,,,,,,,,,,,,
AP019580,,,,,,,,,,,,
AP004794,,,,,,,,,,,,
AP010567,,,,,,,,,,,,
AP011621,,,,,,,,,,,,
AP012215,,,,,,,,,,,,
AP002784,,,,,,,,,,,,
AP022585,,,,,,,,,,,,
AP019168,,,,,,,,,,,,
AP013892,,,,,,,,,,,,
AP021309,,,,,,,,,,,,
AP004978,,,,,,,,,,,,
AP493310,,,,,,,,,,,,
DL010414,,,,,,,,,,,,
AP034920,,,,,,,,,,,,
AP025039,,,,,,,,,,,,
GJ011383,,,,,,,,,,,,
GJ010217,,,,,,,,,,,,
AP017563,,,,,,,,,,,,
DL010257,,,,,,,,,,,,
BR028656,,,,,,,,,,,,
AP022748,,,,,,,,,,,,
GJ009743,,,,,,,,,,,,
GJ003940,,,,,,,,,,,,
DL009005,,,,,,,,,,,,
GJ011366,,,,,,,,,,,,
AP011015,,,,,,,,,,,,
AP014771,,,,,,,,,,,,
GJ011273,,,,,,,,,,,,
AP013341,,,,,,,,,,,,
BR030358,,,,,,,,,,,,
KA019800,,,,,,,,,,,,
AS005814,,,,,,,,,,,,
GJ013395,,,,,,,,,,,,
AS006757,,,,,,,,,,,,
BR030259,,,,,,,,,,,,
AS001933,,,,,,,,,,,,
BR030185,,,,,,,,,,,,
AP031022,,,,,,,,,,,,
BR010866,,,,,,,,,,,,
GJ012104,,,,,,,,,,,,
BR011878,,,,,,,,,,,,
AS004552,,,,,,,,,,,,
BR030191,,,,,,,,,,,,
GJ015738,,,,,,,,,,,,
BR014062,,,,,,,,,,,,
AS011327,,,,,,,,,,,,
DL027328,,,,,,,,,,,,
AS000920,,,,,,,,,,,,
AS005789,,,,,,,,,,,,
AP034365,,,,,,,,,,,,
GJ023769,,,,,,,,,,,,
GJ011524,,,,,,,,,,,,
GJ002749,,,,,,,,,,,,
GJ002952,,,,,,,,,,,,
GJ019472,,,,,,,,,,,,
GJ002947,,,,,,,,,,,,
GJ024050,,,,,,,,,,,,
GJ019327,,,,,,,,,,,,
GJ011735,,,,,,,,,,,,
GJ011954,,,,,,,,,,,,
GJ010324,,,,,,,,,,,,
GJ010504,,,,,,,,,,,,
GJ010522,,,,,,,,,,,,
GJ012815,,,,,,,,,,,,
GJ011539,,,,,,,,,,,,
GJ006292,,,,,,,,,,,,
GJ004809,,,,,,,,,,,,
GJ011462,,,,,,,,,,,,
GJ019866,,,,,,,,,,,,
DL001719,,,,,,,,,,,,
DL001729,,,,,,,,,,,,
DL016795,,,,,,,,,,,,
KA025922,,,,,,,,,,,,
KA017653,,,,,,,,,,,,
KA035023,,,,,,,,,,,,
KA019308,,,,,,,,,,,,
GJ011910,,,,,,,,,,,,
GJ010294,,,,,,,,,,,,
BR014923,,,,,,,,,,,,
KA042248,,,,,,,,,,,,
KA017728,,,,,,,,,,,,
KA017744,,,,,,,,,,,,
KA017048,,,,,,,,,,,,
AP001666,,,,,,,,,,,,
KA000080,,,,,,,,,,,,
CG003756,,,,,,,,,,,,
KL000304,,,,,,,,,,,,
KL013972,,,,,,,,,,,,
KL013937,,,,,,,,,,,,
KA003570,,,,,,,,,,,,
KA005760,,,,,,,,,,,,
KA008224,,,,,,,,,,,,
KA019643,,,,,,,,,,,,
KA016367,,,,,,,,,,,,
KA008834,,,,,,,,,,,,
KA043588,,,,,,,,,,,,
KA038839,,,,,,,,,,,,
KA035880,,,,,,,,,,,,
KA003583,,,,,,,,,,,,
KL023662,,,,,,,,,,,,
KL008802,,,,,,,,,,,,
KL032654,,,,,,,,,,,,
KL014355,,,,,,,,,,,,
KL006857,,,,,,,,,,,,
KL000183,,,,,,,,,,,,
KL014069,,,,,,,,,,,,
UP006927,,,,,,,,,,,,
KA035595,,,,,,,,,,,,
KA017649,,,,,,,,,,,,
AS017471,,,,,,,,,,,,
CG004624,,,,,,,,,,,,
CG003603,,,,,,,,,,,,
HR006645,,,,,,,,,,,,
DL002097,,,,,,,,,,,,
HR012648,,,,,,,,,,,,
DL012199,,,,,,,,,,,,
DL016164,,,,,,,,,,,,
DL004985,,,,,,,,,,,,
UP038338,,,,,,,,,,,,
HR011222,,,,,,,,,,,,
HR006056,,,,,,,,,,,,
HR004956,,,,,,,,,,,,
UP037116,,,,,,,,,,,,
DL011033,,,,,,,,,,,,
DL016796,,,,,,,,,,,,
DL003317,,,,,,,,,,,,
UP034010,,,,,,,,,,,,
BR031055,,,,,,,,,,,,
KA038620,,,,,,,,,,,,
KA036107,,,,,,,,,,,,
KA015145,,,,,,,,,,,,
KA494236,,,,,,,,,,,,
KA043843,,,,,,,,,,,,
KA042008,,,,,,,,,,,,
KA019388,,,,,,,,,,,,
KA017887,,,,,,,,,,,,
AP027332,,,,,,,,,,,,
AP023399,,,,,,,,,,,,
AP015491,,,,,,,,,,,,
AP002198,,,,,,,,,,,,
AP012987,,,,,,,,,,,,
TS023604,,,,,,,,,,,,
AP032133,,,,,,,,,,,,
AP005410,,,,,,,,,,,,
DL000286,,,,,,,,,,,,
DL011795,,,,,,,,,,,,
HR014003,,,,,,,,,,,,
HR012640,,,,,,,,,,,,
