client_doctor_code,campaign_start_date_(month_year),hcp_email_open_rate,hcp_whatsapp_read_rate,hcp_email_click_rate,hcp_whatsapp_click_rate,hcp_call_productive_rate,last_call_connected_date_(selected_month),average_duration_connected_calls
AP005767,2025-01-01,1.0,0.3333333333333333,,,,,
AP005770,2025-01-01,,1.0,,,,,
AP005809,2025-01-01,0.16666666666666666,0.6666666666666666,,,,,
AP005850,2025-01-01,1.0,1.0,,,,,
AP005985,2025-01-01,0.25,,,,,,
AP005990,2025-01-01,,1.0,,,,,
AP005997,2025-01-01,,1.0,,,,,
AP006079,2025-01-01,,1.0,,,,,
AP006292,2025-01-01,,1.0,,,,,
AP006310,2025-01-01,,1.0,,,,,
AP006314,2025-01-01,,1.0,,,,,
AP006522,2025-01-01,,1.0,,,,,
AP006704,2025-01-01,,1.0,,,,,
AP006758,2025-01-01,1.0,1.0,,,,,
AP007463,2025-01-01,,1.0,,,,,
AP007534,2025-01-01,1.0,1.0,,,,,
AP008362,2025-01-01,1.0,1.0,,,,,
AP008611,2025-01-01,,0.75,,0.25,,,
AP010080,2025-01-01,1.0,1.0,,,,,
AP010099,2025-01-01,,1.0,,,,,
AP010182,2025-01-01,,1.0,,,,,
AP010606,2025-01-01,0.25,,,,,,
AP011013,2025-01-01,0.3333333333333333,1.0,,,,,
AP011065,2025-01-01,,0.6666666666666666,,,,,
AP011170,2025-01-01,,1.0,,,,,
AP011233,2025-01-01,,1.0,,,,,
AP011237,2025-01-01,1.0,,,,,,
AP011264,2025-01-01,0.5,,,,,,
AP011293,2025-01-01,,1.0,,,,,
AP011323,2025-01-01,,1.0,,,,,
AP011643,2025-01-01,0.5,1.0,,,,,
AP011792,2025-01-01,0.5,,,,,,
AP011832,2025-01-01,,1.0,,,,,
AP011911,2025-01-01,0.3333333333333333,1.0,,,,,
AP011944,2025-01-01,0.5,0.6666666666666666,,,,,
AP012011,2025-01-01,0.5,0.5,,,,,
AP012054,2025-01-01,,1.0,,,,,
AP012147,2025-01-01,,0.5,,,,,
AP012164,2025-01-01,,1.0,,,,,
AP012303,2025-01-01,,1.0,,,,,
AP012319,2025-01-01,,1.0,,,,,
AP012381,2025-01-01,,0.6666666666666666,,,,,
AP012449,2025-01-01,,0.5,,,,,
AP012455,2025-01-01,,1.0,,,,,
AP012519,2025-01-01,0.5,,,,,,
AP012582,2025-01-01,,1.0,,,,,
AP012627,2025-01-01,1.0,0.3333333333333333,,,,,
