UIN,acd_institute_name,acd_institute_type,acd_department,acd_position,acd_city,acd_state,acd_country,acd_postal_code,acd_tenure_from_date,acd_tenure_to_date,acd_association_type,acd_source_url1,acd_source_url2,acd_source_url3,acd_processed_timestamp,acd_inserted_timestamp,acd_updated_timestamp,acd_processed_date,acd_inserted_date,acd_updated_date,acd_delete_flag_timestamp,acd_processed_date timestamp,acd_inserted_date timestamp,,,,
UP034028,J N MEDICAL COLLEGE,Hospital,Cardiology,Professor,Aligarh,Uttar Pradesh,India,202002,,,National,https://www.amu.ac.in/faculty/cardiology/malik-mohd-azharuddin,,,12:07:42,12:07:42,,14/06/2025,14/06/2025,,,14/06/2025 12:07,14/06/2025 12:07,,,,
UP042157,Government Medical College,Hospital,General Medicine,Associate Professor,Orai,Uttar Pradesh,India,285001,,,National,https://gmcjalaun.com/our-faculty/,,,9:12:37,9:12:37,,10/06/2025,10/06/2025,,,10/06/2025 9:12,10/06/2025 9:12,,,,
UP046986,Post Graduate Institute of Child Health,Academic,Cardiology,Assistant Professor,Noida,Uttar Pradesh,India,201310,,,National,https://www.linkedin.com/in/dr-siddharth-samrat-b6930138,,,18:24,18:24,,13/06/2025,13/06/2025,,,13/06/2025 18:24,13/06/2025 18:24,,,,
UP047651,Rama Medical College Hospital & Research Centre,Hospital,Department of Cardiology,Assistant Professor,Bhavanipur,Uttar Pradesh,India,209217,2009,2010,National,https://www.practo.com/kanpur/doctor/ritesh-gangwar-cardiologist,,,17:59,17:59,,15/04/2025,15/04/2025,,,15/04/2025 17:59,15/04/2025 17:59,,,,
UP048052,Mayo Institute Of Medical Sciences,Academic,Department of Internal Medicine,Assistant Professor,Barabanki,Uttar Pradesh,India,225001,2005,2015,National,https://www.practo.com/lucknow/doctor/dr-anurag-srivastava-1-general-physician-1,,,13:47,13:47,,18/04/2025,18/04/2025,,,18/04/2025 13:47,18/04/2025 13:47,,,,
UP054483,Grant Government Medical College,Academic,,Lecturer,Mumbai,Maharashtra,India,400008,2000,2000,National,https://www.linkedin.com/in/anshuljain1970/details/experience/,,,9:22,9:22,,10/06/2025,10/06/2025,,,10/06/2025 9:22,10/06/2025 9:22,,,,
UP054483,Post Graduate Institute of Medical Education & Research,Academic,Department of Cardiology,Senior Resident,Chandigarh,Chandigarh,India,160012,1996,1999,National,https://www.linkedin.com/in/anshuljain1970/details/experience/,,,9:22,9:22,,10/06/2025,10/06/2025,,,10/06/2025 9:22,10/06/2025 9:22,,,,
UP055666,Banaras Hindu University,Academic,,Assistant Professor,Varanasi,Uttar Pradesh,India,221005,,,National,https://scholar.google.com/citations?user=q0cmRGQAAAAJ&hl=en,,,17:24:54,17:24:54,,11/06/2025,11/06/2025,,,11/06/2025 17:24,11/06/2025 17:24,,,,
UP059580,King George's Medical University,Academic,Cardiology,Professor,Lucknow,Uttar Pradesh,India,226003,,,National,https://www.linkedin.com/in/monika-bhandari-729708b9,,,17:31,17:31,,11/06/2025,11/06/2025,,,11/06/2025 17:31,11/06/2025 17:31,,,,
UP063803,SMS Medical College,Academic,,Senior Resident,Jaipur,Rajasthan,India,302004,2015,2018,National,https://www.linkedin.com/in/vaibhav-saxena-a66692137/details/experience/,,,17:42,17:42,,11/06/2025,11/06/2025,,,11/06/2025 17:42,11/06/2025 17:42,,,,
UP063803,Muzaffarnagar Medical College,Academic,,Senior Resident,Bahadarpur,Uttar Pradesh,India,251001,2013,2015,National,https://www.linkedin.com/in/vaibhav-saxena-a66692137/details/experience/,,,17:42,17:42,,11/06/2025,11/06/2025,,,11/06/2025 17:42,11/06/2025 17:42,,,,
UP065494,L.P.S. Heart Disease Center,Academic,Department of Cardiology,Assistant Professor,Kanpur,Uttar Pradesh,India,208019,2016,2020,National,https://www.linkedin.com/in/dr-awadhesh-kumar-sharma-dm-facc-fscai-3b4612a2/?originalSubdomain=in,,,9:10:53,9:10:53,,10/06/2025,10/06/2025,,,10/06/2025 9:10,10/06/2025 9:10,,,,
UP068023,"Fortis Escorts Hospital, Faridabad",Hospital,,Ex-Additional Director,Faridabad,Haryana,India,121001,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,"Fortis Escorts Hospital, Faridabad",Hospital,CTVS,Head,Faridabad,Haryana,India,121001,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,Aakash Healthcare Super Speciality Hospital,Hospital,CTVS,Ex-Director,Dwarka,Delhi,India,110075,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,Paras Hospitals - Gurgaon,Hospital,CTVS,Ex-Head,Gurugram,Haryana,India,122002,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,Gangasheel Hospital,Hospital,,Ex-Medical Director,Bareilly,Uttar Pradesh,India,243122,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,Gangasheel Hospital,Hospital,CTVS,Head,Bareilly,Uttar Pradesh,India,243122,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,Yashoda Super Speciality Hospital,Hospital,,Ex-Senior Consultant,Ghaziabad,Uttar Pradesh,India,209217,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068023,Sigma Group of Hospitals,Hospital,,Ex-Consultant,Hyderabad,Telangana,India,500012,,,National,http://www.drvishalagarwal.com/about,,,18:44,18:44,,13/06/2025,13/06/2025,,,13/06/2025 18:44,13/06/2025 18:44,,,,
UP068494,Rajarajeswari Medical College,Academic,Department of Internal Medicine,Assistant Professor,Kambipura,Karnataka,India,560074,2017,2018,National,https://www.practo.com/lucknow/doctor/anush-babu-takasi-general-physician,,,17:22,17:22,,18/04/2025,18/04/2025,,,18/04/2025 17:22,18/04/2025 17:22,,,,
WB000102,West Bengal Medical Education Service,Academic,Department of Physiology,Assistant Professor,Salt Lake,Kolkata,India,700091,,2012,National,https://www.linkedin.com/in/tamal-chakraborty-92564571/?originalSubdomain=in,,,12:48,12:48,,14/06/2025,14/06/2025,,,14/06/2025 12:48,14/06/2025 12:48,,,,
WB003377,Medical College Kolkata,Hospital,,Associate Professor,Kolkata,West Bengal,India,700073,,,National,https://www.medicalcollegekolkata.in/index.php?/main/faculty_details/697,,,12:21,12:21,,14/06/2025,14/06/2025,,,14/06/2025 12:21,14/06/2025 12:21,,,,
WB006275,IPGMER & SSKM Hospital,Academic,,Professor,Kolkata,West Bengal,India,700020,,,National,https://www.linkedin.com/in/dr-sankar-mandal-cardiologist-117b9335/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=in,,,12:56:56,12:56:56,,14/06/2025,14/06/2025,,,14/06/2025 12:56,14/06/2025 12:56,,,,
WB007492,R. G. Kar Medical College and Hospital,Hospital,,Assistant Professor,Kolkata,West Bengal,India,700004,,,National,https://www.researchgate.net/profile/Suvrendu-Kar,,,12:52,12:52,,14/06/2025,14/06/2025,,,14/06/2025 12:52,14/06/2025 12:52,,,,
WB016114,JNM HOSPITAL,Hospital,,Assistant Professor,Kalyani,West Bengal,India,741250,,,National,https://optfind.com/Doctors/DoctorDetails.php?docid=Asst-Prof-Dr-Anirban-Ghosh-Sugar-and-Stomach-Liver-Specialist,,,12:22,12:22,,14/06/2025,14/06/2025,,,14/06/2025 12:22,14/06/2025 12:22,,,,
WB018029,R G Kar Medical College,Hospital,,Associate Professor,Kolkata,West Bengal,India,700004,,,National,https://www.facebook.com/photo.php?fbid=122201777168035713&id=61551071390858&set=a.122095215206035713,,,12:11,12:11,,14/06/2025,14/06/2025,,,14/06/2025 12:11,14/06/2025 12:11,,,,
WB020632,Institute of Post Graduate Medical Education & Research,Academic,Department of Cardiology,Assistant Professor,Kolkata,West Bengal,India,700020,,,National,https://www.linkedin.com/in/manojit-lodha-73bb233a/,,,9:31,9:31,,10/06/2025,10/06/2025,,,10/06/2025 9:31,10/06/2025 9:31,,,,
WB023584,"Medical College, Kolkata",Academic,Department of Cardiology,Assistant Professor,Kolkata,West Bengal,India,700073,2016,2017,National,https://www.practo.com/kolkata/doctor/dr-avradip-santra-pulmonologist?practice_id=1263792&specialization=Pulmonary%20aspergillosis&referrer=doctor_listing&category_name=symptom&category_id=8742,,,11:41,11:41,,28/04/2025,28/04/2025,,,28/04/2025 11:41,28/04/2025 11:41,,,,
WB024693,Ramakrishna Mission Seva Pratishthan,Hospital,,Assistant Professor,Kolkata,West Bengal,India,711202,,,National,https://www.linkedin.com/in/santanu-dey-28363639/?originalSubdomain=in,,,18:46:07,18:46:07,,12/06/2025,12/06/2025,,,12/06/2025 18:46,12/06/2025 18:46,,,,
WB024794,Ramakrishna Mission Seva Pratishthan,Academic,,Assistant Professor,Kolkata,West Bengal,India,700026,2023,,National,https://www.linkedin.com/in/dr-tapas-laha-b269811ab/?originalSubdomain=in,,,17:06,17:06,,11/06/2025,11/06/2025,,,11/06/2025 17:06,11/06/2025 17:06,,,,
WB041615,Murshidabad Medical College and Hospital,Hospital,,Assistant Professor,Berhampore,West Bengal,India,742101,,,National,https://www.facebook.com/p/Dr-Mrinmoy-Adhikary-100077152778038/,,,17:49:45,17:49:45,,11/06/2025,11/06/2025,,,11/06/2025 17:49,11/06/2025 17:49,,,,
WB042658,JMN Medical College and Hospital,Hospital,,Associate Professor,Kolkata,West Bengal,India,741222,,,National,https://www.linkedin.com/in/dr-sabyasachi-roy-b5a293104/?originalSubdomain=in,,,12:23,12:23,,14/06/2025,14/06/2025,,,14/06/2025 12:23,14/06/2025 12:23,,,,
